Maligant,Autocorrelation,ClusterProminence,ClusterShade,ClusterTendency,Contrast,Correlation,DifferenceAverage,DifferenceEntropy,DifferenceVariance,Id,Idm,Idmn,Idn,Imc1,Imc2,InverseVariance,JointAverage,JointEnergy,JointEntropy,MCC,MaximumProbability,SumAverage,SumEntropy,SumSquares,GrayLevelNonUniformity,GrayLevelNonUniformityNormalized,GrayLevelVariance,HighGrayLevelRunEmphasis,LongRunEmphasis,LongRunHighGrayLevelEmphasis,LongRunLowGrayLevelEmphasis,LowGrayLevelRunEmphasis,RunEntropy,RunLengthNonUniformity,RunLengthNonUniformityNormalized,RunPercentage,RunVariance,ShortRunEmphasis,ShortRunHighGrayLevelEmphasis,ShortRunLowGrayLevelEmphasis,GrayLevelNonUniformity,GrayLevelNonUniformityNormalized,GrayLevelVariance,HighGrayLevelZoneEmphasis,LargeAreaEmphasis,LargeAreaHighGrayLevelEmphasis,LargeAreaLowGrayLevelEmphasis,LowGrayLevelZoneEmphasis,SizeZoneNonUniformity,SizeZoneNonUniformityNormalized,SmallAreaEmphasis,SmallAreaHighGrayLevelEmphasis,SmallAreaLowGrayLevelEmphasis,ZoneEntropy,ZonePercentage,ZoneVariance,DependenceEntropy,DependenceNonUniformity,DependenceNonUniformityNormalized,DependenceVariance,GrayLevelNonUniformity,GrayLevelVariance,HighGrayLevelEmphasis,LargeDependenceEmphasis,LargeDependenceHighGrayLevelEmphasis,LargeDependenceLowGrayLevelEmphasis,LowGrayLevelEmphasis,SmallDependenceEmphasis,SmallDependenceHighGrayLevelEmphasis,SmallDependenceLowGrayLevelEmphasis,Busyness,Coarseness,Complexity,Contrast,Strength
0,65.04127205,799.0097623,-31.50479397,11.76629074,1.152664287,0.796980872,0.225622275,0.617746648,1.100688125,0.931332349,0.930126829,0.994809256,0.985947593,-0.739730287,0.977024482,0.115012571,7.8975989,0.239301653,2.749398287,0.988547643,0.414105376,15.7951978,2.603322774,3.229738757,204.888602,0.251178699,3.515920789,64.73521464,1.608329111,106.6147541,0.050799631,0.028688889,2.926189361,662.2423488,0.810485824,0.880798274,0.316523391,0.919183963,59.5552715,0.027013751,127.9160305,0.244114562,3.519870637,64.6221374,5.97519084,398.230916,0.18492467,0.029282387,245.148855,0.467841326,0.710493264,45.84952415,0.022614746,3.983015841,0.565264293,2.845532749,4.101518869,296.2686084,0.319599362,0.829563532,235.5480043,3.490432652,64.67421791,4.646170442,296.7777778,0.125125506,0.028478813,0.486712354,31.45145631,0.01500668,0.106389896,0.074877829,8.654671726,0.007340432,3.199859148
0,67.35882927,1099.808055,-60.35099701,14.37142489,2.727438036,0.68859027,0.479698923,0.956129732,2.470389617,0.870029587,0.866948059,0.987648534,0.97121768,-0.664388903,0.981793473,0.2031602,8.025966289,0.16493025,3.362928011,0.976842812,0.321100612,16.05193258,3.066153476,4.274715731,185.3581903,0.219355451,3.901501603,68.06913131,1.400965542,95.04905622,0.042617944,0.034034095,2.991683398,699.1987488,0.827178529,0.89893617,0.162280797,0.927311344,63.27720457,0.03237481,121.4377104,0.20444059,4.373921595,68.99494949,4.316498316,283.0252525,0.112584997,0.038950907,318.2424242,0.535761657,0.760390727,52.96584537,0.033636732,3.922002281,0.631914894,1.812218708,4.12899978,325.9255319,0.346729289,0.761204165,209.4148936,3.788242417,67.90744681,4.031914894,269.6840426,0.100395869,0.032840103,0.554384752,38.35084811,0.022890515,0.281435075,0.038464476,14.08767282,0.025086285,1.392823912
0,72.2318147,2448.21277,-154.772422,25.56574339,3.369860059,0.771397261,0.590011597,1.052752249,2.980896712,0.833377401,0.830697179,0.98527093,0.964398832,-0.621139899,0.98443417,0.274957525,8.158608253,0.103140273,3.877979486,0.971702251,0.194128089,16.31721651,3.526633612,7.233900862,118.6068982,0.148832361,8.535723568,71.96548771,1.589550712,117.2384835,0.078990282,0.059901365,3.396666478,675.9756845,0.846240502,0.902210884,0.345444133,0.935381224,67.01542378,0.058149967,76.49012567,0.137325181,9.656056909,70.33931777,4.603231598,339.9766607,0.185397136,0.07215742,293.2477558,0.52647712,0.753316096,51.1137709,0.064877627,4.363781628,0.631519274,2.095813363,4.43948483,313.3038549,0.35521979,0.644222315,134.1111111,8.234589754,72.39795918,3.820861678,285.8106576,0.139222308,0.056819207,0.5503984,37.99890558,0.043272271,0.356942285,0.028243733,20.74433549,0.056357118,1.547639538
1,71.94369169,763.6358606,-40.80654507,10.5489953,0.671753643,0.890324598,0.261372099,0.789473647,0.595896811,0.893233002,0.892093508,0.995764196,0.98004355,-0.640624329,0.974548755,0.196917611,8.334349157,0.151804924,3.205788094,0.991303634,0.257327373,16.66869831,2.96586006,2.805187236,143.0264675,0.210795271,2.885208963,71.12173802,1.392425303,99.48472163,0.030323279,0.022062285,2.938099164,554.0941069,0.81647536,0.896301189,0.147235302,0.922550629,65.77407465,0.020274184,94.98704104,0.205155596,3.027452663,71.45572354,4.136069114,296.8920086,0.084962755,0.0227204,222.6544276,0.480895092,0.719818543,52.0668024,0.016607136,3.930258166,0.611624835,1.462879428,4.028553532,263.5891678,0.348202335,0.659203663,160.1677675,2.876874403,71.02113606,4.00660502,281.7424042,0.090459452,0.022068061,0.522273595,37.57436151,0.01183655,0.270510302,0.048644394,9.261356827,0.014242562,2.611171989
1,67.62453869,1655.600608,-103.260199,18.37685351,3.947090316,0.633383548,0.618694618,1.081358684,3.53614336,0.850936578,0.845618255,0.982641979,0.964296903,-0.666158345,0.986631989,0.210150751,7.989473339,0.135659798,3.66152082,1,0.266788054,15.97894668,3.317756172,5.580985956,100.9333943,0.157043878,6.59217415,70.30653933,1.495744013,109.2155645,0.065204851,0.050595262,3.352659521,543.6965903,0.844791551,0.901823282,0.262962922,0.935091564,65.81803307,0.048266495,67.48351648,0.148315421,7.33096969,69.44615385,4.705494505,340.0197802,0.162865944,0.056485301,256.178022,0.56302862,0.778127667,53.31236948,0.047113421,4.215991056,0.638148668,2.249902186,4.494093115,253.0112202,0.354854446,0.785649794,113.1626928,6.399701791,70.46704067,3.973352034,281.1318373,0.146463605,0.049044459,0.568191133,39.22484689,0.032894144,0.238819347,0.03813412,23.8442385,0.037376246,1.797075366
0,69.8034314,557.7779072,-28.91515988,10.35892089,1.445521476,0.759782234,0.372493889,0.94493711,1.300498436,0.871926524,0.869064397,0.992819144,0.975377513,-0.643132416,0.977442878,0.216135329,8.218640654,0.162143661,3.312144092,0.989449895,0.311087998,16.43728131,2.958160978,2.95111059,218.7812809,0.22108516,3.363655258,69.42730437,1.436933214,99.2591841,0.032270895,0.023829883,3.016001877,807.2464091,0.8153701,0.891441441,0.177171662,0.921724278,64.07391271,0.022276064,135.7713004,0.202946637,3.870717064,70.16292975,4.45142003,297.813154,0.093746839,0.025877067,319.8460389,0.478095723,0.717760621,50.5188453,0.020368189,4.10615165,0.602702703,1.698499199,4.121134029,375.0882883,0.337917377,0.737654411,250.0504505,3.253233504,69.3018018,4.228828829,288.8585586,0.08800006,0.023379104,0.514039289,35.99421547,0.01387708,0.241787869,0.032794715,15.97910075,0.012567091,1.510992264
0,72.17771493,993.7606573,-53.86579326,12.47744816,2.084371068,0.731089865,0.393717352,0.854447039,1.916277403,0.884641398,0.882756362,0.990545166,0.975787532,-0.652255697,0.978035895,0.191583562,8.340310179,0.145011914,3.325181435,0.970619334,0.227858872,16.68062036,3.057804799,3.640454807,245.90039,0.190171488,3.852301872,73.53231818,1.420230555,103.1507498,0.039410494,0.028527676,3.084026596,1054.213052,0.814919419,0.892955801,0.164986878,0.921601093,67.90609162,0.026904845,163.6719101,0.183901023,4.15579346,74.3011236,4.217977528,301.3820225,0.10778387,0.030799934,433.5595506,0.487145562,0.724024727,54.1807796,0.024832256,4.070631453,0.614640884,1.570958212,4.21176962,492.9309392,0.340421919,0.766658527,278.3480663,3.761177543,73.29005525,4.212707182,300.8301105,0.100053991,0.027904192,0.523332374,38.9732119,0.01709067,0.51776755,0.021742612,15.03957207,0.024083619,0.98053167
0,60.82852965,581.4372444,-8.777551056,11.24084594,3.574190101,0.483901298,0.540574172,0.899392358,3.209430009,0.880578603,0.875584797,0.984016529,0.969413694,-0.764393525,0.982853219,0.154897128,7.673261796,0.265070922,2.820030573,0.993169319,0.471080563,15.34652359,2.529562955,3.703759011,96.76575949,0.310279868,3.248381043,60.19841012,1.42883516,86.00383568,0.041287383,0.031902399,2.749394987,258.0544083,0.826120808,0.896551724,0.180322262,0.926575914,55.7940268,0.030367065,62.95391705,0.290110217,3.650873877,60.00460829,3.843317972,232.0691244,0.096722073,0.036110372,108.6774194,0.500817601,0.735760689,43.99043683,0.030126076,3.717577531,0.623563218,1.271507146,3.828882861,119.2816092,0.342763245,0.711652794,110.1609195,3.132076562,60.20402299,4.051724138,242.9511494,0.096507344,0.030835003,0.536697797,32.15872446,0.020575355,0.059930109,0.148116621,17.01419509,0.018968645,3.250303676
0,69.27142276,1133.345268,-64.82581227,16.0799986,3.414574416,0.645386942,0.575877567,1.07020632,3.052475574,0.853048384,0.848296586,0.984522726,0.966002552,-0.651188692,0.985661059,0.214997398,8.12937787,0.120840094,3.723789428,0.972327775,0.22675198,16.25875574,3.374161133,4.873643253,223.1758254,0.169490034,5.000122959,70.56466076,1.465983277,105.9822037,0.044455653,0.034837937,3.299930314,1076.313549,0.816609159,0.89348711,0.210594161,0.9225664,65.09429946,0.03321276,147.788609,0.161871423,5.676744217,69.86966046,4.378970427,315.9069003,0.108014113,0.04047723,449.3154436,0.492130825,0.728227835,50.19368317,0.034253329,4.294793809,0.619402985,1.772496338,4.407591035,499.5196744,0.33888716,0.748818508,253.5725916,4.817613395,70.68724559,4.179104478,296.9138399,0.100120885,0.033406595,0.526747512,36.55179802,0.022955662,0.453283392,0.01961367,22.9690372,0.026964254,0.852706166
0,63.80544786,1947.141921,-118.3911459,25.14987285,3.45962812,0.752618098,0.548723627,0.949587298,3.090726121,0.866936798,0.863675596,0.984503597,0.968295598,-0.683976883,0.988072837,0.198196039,7.640249082,0.120781017,3.685880776,0.980316384,0.232333529,15.28049816,3.402205836,7.152375242,167.5672469,0.16688548,6.500503233,67.8759085,1.46390681,97.79125583,0.060174587,0.04188618,3.353344125,808.2751922,0.803200643,0.885242291,0.182487392,0.915805849,62.31242677,0.038636691,110.7919762,0.164624036,6.598963634,69.10995542,4.462109955,285.3194651,0.199280749,0.043222248,311.1218425,0.462290999,0.705757171,49.30885121,0.031942542,4.318714072,0.592951542,1.617900377,4.517534051,371.3594714,0.327188962,0.818836772,190.8079295,6.465094219,67.56651982,4.497797357,294.1568282,0.179759836,0.04156953,0.500305188,34.64116177,0.022077257,0.40157502,0.02523816,20.58353299,0.043514891,1.102520327
